postal_code,status,region_mm,region_en,township_mm,township_en,locality_mm,locality_en,inferred_locality_type,matched_township_id,matched_local_admin_area_id,name_evidence,match_method,duplicate_extra_source_rows,source_row_count_en,source_row_count_my,reason
0423223,missing_local_area,မကွေးတိုင်းဒေသကြီး,Magway Region,ပေါက် မြို့နယ်,Pauk Township,ကျောက်ကာ ကျေးရွာအုပ်စု,Kyauk Kar Village Tract,village_tract,6929,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0423224,missing_local_area,မကွေးတိုင်းဒေသကြီး,Magway Region,ပေါက် မြို့နယ်,Pauk Township,ဝန်ချုံး ကျေးရွာအုပ်စု,Wun Chone Village Tract,village_tract,6929,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0423225,missing_local_area,မကွေးတိုင်းဒေသကြီး,Magway Region,ပေါက် မြို့နယ်,Pauk Township,ဂွေးဂုံ ကျေးရွာအုပ်စု,Gway Gon Village Tract,village_tract,6929,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0423226,missing_local_area,မကွေးတိုင်းဒေသကြီး,Magway Region,ပေါက် မြို့နယ်,Pauk Township,ဝက်ပုတ် (သန်းတောအိုင့်) ကျေးရွာအုပ်စု,Wet Poke (Than Taw Aint) Village Tract,village_tract,6929,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0423227,missing_local_area,မကွေးတိုင်းဒေသကြီး,Magway Region,ပေါက် မြို့နယ်,Pauk Township,စသိန်း ကျေးရွာအုပ်စု,Sa Thein Village Tract,village_tract,6929,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0423228,missing_local_area,မကွေးတိုင်းဒေသကြီး,Magway Region,ပေါက် မြို့နယ်,Pauk Township,ဓာတ်တော် ကျေးရွာအုပ်စု,Dat Taw Village Tract,village_tract,6929,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0423229,missing_local_area,မကွေးတိုင်းဒေသကြီး,Magway Region,ပေါက် မြို့နယ်,Pauk Township,ဝန်တင် ကျေးရွာအုပ်စု,Wun Tin Village Tract,village_tract,6929,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0423230,missing_local_area,မကွေးတိုင်းဒေသကြီး,Magway Region,ပေါက် မြို့နယ်,Pauk Township,အိုင့်မ ကျေးရွာအုပ်စု,Aint Ma Village Tract,village_tract,6929,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0423231,missing_local_area,မကွေးတိုင်းဒေသကြီး,Magway Region,ပေါက် မြို့နယ်,Pauk Township,မြောက်ဘက် ကျေးရွာအုပ်စု,Myauk Bet Village Tract,village_tract,6929,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0423232,missing_local_area,မကွေးတိုင်းဒေသကြီး,Magway Region,ပေါက် မြို့နယ်,Pauk Township,လင်တောင် ကျေးရွာအုပ်စု,Lin Taung Village Tract,village_tract,6929,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0423233,missing_local_area,မကွေးတိုင်းဒေသကြီး,Magway Region,ပေါက် မြို့နယ်,Pauk Township,မျှားပိုင်း ကျေးရွာအုပ်စု,Hmyar Paing Village Tract,village_tract,6929,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0423234,missing_local_area,မကွေးတိုင်းဒေသကြီး,Magway Region,ပေါက် မြို့နယ်,Pauk Township,ပလောင်း ကျေးရွာအုပ်စု,Pa Laung Village Tract,village_tract,6929,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0423235,missing_local_area,မကွေးတိုင်းဒေသကြီး,Magway Region,ပေါက် မြို့နယ်,Pauk Township,ချောင်းကူး ကျေးရွာအုပ်စု,Chaung Ku Village Tract,village_tract,6929,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0423236,missing_local_area,မကွေးတိုင်းဒေသကြီး,Magway Region,ပေါက် မြို့နယ်,Pauk Township,ရေဖြူ ကျေးရွာအုပ်စု,Yae Hpyu Village Tract,village_tract,6929,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0423237,missing_local_area,မကွေးတိုင်းဒေသကြီး,Magway Region,ပေါက် မြို့နယ်,Pauk Township,ဆပန် ကျေးရွာအုပ်စု,Sa Pan Village Tract,village_tract,6929,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0423238,missing_local_area,မကွေးတိုင်းဒေသကြီး,Magway Region,ပေါက် မြို့နယ်,Pauk Township,ကူးကား ကျေးရွာအုပ်စု,Ku Kar Village Tract,village_tract,6929,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0423239,missing_local_area,မကွေးတိုင်းဒေသကြီး,Magway Region,ပေါက် မြို့နယ်,Pauk Township,ဇီးပြား ကျေးရွာအုပ်စု,Zee	 Pyar Village Tract,village_tract,6929,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0423240,missing_local_area,မကွေးတိုင်းဒေသကြီး,Magway Region,ပေါက် မြို့နယ်,Pauk Township,ဇောင်းယားပင် ကျေးရွာအုပ်စု,Zaung Yar Pin Village Tract,village_tract,6929,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0423241,missing_local_area,မကွေးတိုင်းဒေသကြီး,Magway Region,ပေါက် မြို့နယ်,Pauk Township,လယ်အို ကျေးရွာအုပ်စု,Lel Oh Village Tract,village_tract,6929,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0423242,missing_local_area,မကွေးတိုင်းဒေသကြီး,Magway Region,ပေါက် မြို့နယ်,Pauk Township,သရက်ကန် ကျေးရွာအုပ်စု,Tha Yet Kan Village Tract,village_tract,6929,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0423243,missing_local_area,မကွေးတိုင်းဒေသကြီး,Magway Region,ပေါက် မြို့နယ်,Pauk Township,ကျောက်တိုင်ခင် ကျေးရွာအုပ်စု,Kyauk Taing Khin Village Tract,village_tract,6929,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0423244,missing_local_area,မကွေးတိုင်းဒေသကြီး,Magway Region,ပေါက် မြို့နယ်,Pauk Township,ကျောက်မဆင် ကျေးရွာအုပ်စု,Kyauk Ma Sin Village Tract,village_tract,6929,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0423245,missing_local_area,မကွေးတိုင်းဒေသကြီး,Magway Region,ပေါက် မြို့နယ်,Pauk Township,ခေါင်းပေါင်း ကျေးရွာအုပ်စု,Gaung Paung Village Tract,village_tract,6929,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0423246,missing_local_area,မကွေးတိုင်းဒေသကြီး,Magway Region,ပေါက် မြို့နယ်,Pauk Township,ထန်းတော ကျေးရွာအုပ်စု,Htan Taw Village Tract,village_tract,6929,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
